Description,Symbol,Transaction Date,Settlement Date,Account Currency,Type,Quantity,Currency of Price,Price,Settlement Amount
CLAYMORE GOLD BULLION ETF AS OF 02/18/10 SHRS RECEIVED THRU MERGER      , ,18-Feb-2010,18-Feb-2010,CAD,MERGER,250.00,CAD,0.000,0.00,
CLAYMORE GOLD BULLION TRUST UNITS AS OF 02/18/10 MANDATORY XCH; REC 1 COMMON UNIT PER TRUST UNIT HLD      , ,18-Feb-2010,18-Feb-2010,CAD,MERGER,-250.00,CAD,0.000,0.00,
NEW YORK COMMUNITY BANCORP INC CASH DIV  ON     175 SHS REC 02/05/10 PAY 02/17/10      , ,17-Feb-2010,17-Feb-2010,CAD,STOCKDIV,0.00,CAD,0.000,45.37,
POTASH CORP OF SASKATCHEWAN INC CANADIAN LISTED CASH DIV  ON      20 SHS REC 01/21/10 PAY 02/11/10      , ,11-Feb-2010,11-Feb-2010,CAD,STOCKDIV,0.00,CAD,0.000,2.10,
ISHARES TRUST BARCLAYS 1-3 YEAR TREASURY BD FD DIST      ON      34 SHS REC 02/03/10 PAY 02/05/10      , ,05-Feb-2010,05-Feb-2010,CAD,CASH DIV,0.00,CAD,0.000,3.03,
HOSPITALITY PROPERTIES TRUST SBI    ,HPT,02-Feb-2010,05-Feb-2010,CAD,BUY,100.00,USD,22.780,-2466.44,
ISHARES TRUST BARCLAYS 1-3 YEAR TREASURY BD FD    ,SHY,02-Feb-2010,05-Feb-2010,CAD,SELL,-30.00,USD,83.480,2591.65,
AT&T INC CASH DIV  ON     125 SHS REC 01/08/10 PAY 02/01/10      , ,01-Feb-2010,01-Feb-2010,CAD,STOCKDIV,0.00,CAD,0.000,55.52,
CANADIAN IMPERIAL BANK OF COMMERCE CASH DIV  ON      50 SHS REC 12/29/09 PAY 01/28/10      , ,28-Jan-2010,28-Jan-2010,CAD,STOCKDIV,0.00,CAD,0.000,43.50,
CLAYMORE BRIC ETF UNIT COM    ,CBQ,27-Jan-2010,01-Feb-2010,CAD,BUY,50.00,CAD,27.000,-1359.99,
CLAYMORE BRIC ETF UNIT COM    ,CBQ,26-Jan-2010,29-Jan-2010,CAD,BUY,50.00,CAD,27.480,-1383.99,
BERKSHIRE HATHAWAY INC CL B FORWARD SPLIT      , ,21-Jan-2010,21-Jan-2010,CAD,MERGER,-1.00,CAD,0.000,0.00,
BERKSHIRE HATHAWAY INC DEL CL B NEW SHRS RECEIVED THRU MERGER      , ,21-Jan-2010,21-Jan-2010,CAD,MERGER,50.00,CAD,0.000,0.00,
SAFEWAY INC CASH DIV  ON     100 SHS REC 12/24/09 PAY 01/14/10      , ,14-Jan-2010,14-Jan-2010,CAD,STOCKDIV,0.00,CAD,0.000,10.26,
ISHARES TRUST BARCLAYS 1-3 YEAR TREASURY BD FD DIST      ON      34 SHS REC 12/31/09 PAY 01/05/10      , ,11-Jan-2010,11-Jan-2010,CAD,CASH DIV,0.00,CAD,0.000,2.97,
CLAYMORE BRIC ETF UNIT COM DIST      ON     150 SHS REC 12/30/09 PAY 01/07/10      , ,07-Jan-2010,07-Jan-2010,CAD,CASH DIV,0.00,CAD,0.000,37.35,
AS OF 01/04/10 DIV    HUSKY ENERGY INC      , ,04-Jan-2010,04-Jan-2010,CAD,TRANSFER,0.00,CAD,0.000,30.00,
THE TRAVELERS COMPANIES INC CASH DIV  ON       4 SHS REC 12/10/09 PAY 12/31/09      , ,31-Dec-2009,31-Dec-2009,CAD,STOCKDIV,0.00,CAD,0.000,1.38,
ISHARES CDN S&P/TSX INCOME TRUST INDEX FUND DIST      ON    1000 SHS REC 12/30/09 PAY 12/31/09      , ,31-Dec-2009,31-Dec-2009,CAD,CASH DIV,0.00,CAD,0.000,261.73,
AS OF 12/15/09 DIV    COCA COLA CO      , ,15-Dec-2009,15-Dec-2009,CAD,TRANSFER,0.00,CAD,0.000,15.15,
AS OF 12/15/09 DIV    TIM HORTONS INC      , ,15-Dec-2009,15-Dec-2009,CAD,TRANSFER,0.00,CAD,0.000,8.00,
AS OF 12/15/09 DIV    TESORO CORPORATION      , ,15-Dec-2009,15-Dec-2009,CAD,TRANSFER,0.00,CAD,0.000,10.56,
AS OF 12/11/09 DIV    SPEEDWAY MOTOR SPORT      , ,11-Dec-2009,11-Dec-2009,CAD,TRANSFER,0.00,CAD,0.000,12.31,
AS OF 12/10/09 DIV    ELI LILLY & CO      , ,10-Dec-2009,10-Dec-2009,CAD,TRANSFER,0.00,CAD,0.000,51.21,
AS OF 12/07/09 DIV    ISHARES BARC 1-3 YR      , ,07-Dec-2009,07-Dec-2009,CAD,TRANSFER,0.00,CAD,0.000,3.02,
AS OF 12/07/09 DIV    ISHARES BARC 1-3 YR      , ,07-Dec-2009,07-Dec-2009,CAD,TRANSFER,0.00,CAD,0.000,3.50,
AS OF 12/07/09 DIV    ISHARES BARC 1-3 YR      , ,07-Dec-2009,07-Dec-2009,CAD,TRANSFER,0.00,CAD,0.000,14.11,
FROM A/C  9K-W76G-T CONV      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,0.00,CAD,0.000,15013.86,
AT&T INC FROM ACCT 9K-W76G-T; 000944      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,125.00,CAD,0.000,0.00,
SAFEWAY INC FROM ACCT 9K-W76G-T; 594788      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,100.00,CAD,0.000,0.00,
COCA COLA CO FROM ACCT 9K-W76G-T; 164913      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,35.00,CAD,0.000,0.00,
ELI LILLY & CO FROM ACCT 9K-W76G-T; 394502      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,100.00,CAD,0.000,0.00,
EZCORP INC-CL A FROM ACCT 9K-W76G-T; 255981      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,140.00,CAD,0.000,0.00,
TIM HORTONS INC FROM ACCT 9K-W76G-T; 659208      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,80.00,CAD,0.000,0.00,
TESORO CORPORATION FROM ACCT 9K-W76G-T; 660886      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,200.00,CAD,0.000,0.00,
RESEARCH IN MOTION LTD FROM ACCT 9K-W76G-T; 576600      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,35.00,CAD,0.000,0.00,
LIFEPOINT HOSPITALS INC FROM ACCT 9K-W76G-T; 393930      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,75.00,CAD,0.000,0.00,
HUSKY ENERGY INC COMMON FROM ACCT 9K-W76G-T; 332631      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,100.00,CAD,0.000,0.00,
SPEEDWAY MOTORSPORTS INC FROM ACCT 9K-W76G-T; 628795      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,130.00,CAD,0.000,0.00,
BERKSHIRE HATHAWAY INC CL B FROM ACCT 9K-W76G-T; 071702      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,1.00,CAD,0.000,0.00,
THE TRAVELERS COMPANIES INC FROM ACCT 9K-W76G-T; 680546      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,4.00,CAD,0.000,0.00,
CLAYMORE BRIC ETF UNIT COM FROM ACCT 9K-W76G-T; 163230      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,150.00,CAD,0.000,0.00,
OVERSEAS SHIPHOLDING GROUP INC FROM ACCT 9K-W76G-T; 520064      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,100.00,CAD,0.000,0.00,
NEW YORK COMMUNITY BANCORP INC FROM ACCT 9K-W76G-T; 483483      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,175.00,CAD,0.000,0.00,
CLAYMORE GOLD BULLION TRUST UNITS FROM ACCT 9K-W76G-T; 163550      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,250.00,CAD,0.000,0.00,
CANADIAN IMPERIAL BANK OF COMMERCE FROM ACCT 9K-W76G-T; 118224      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,50.00,CAD,0.000,0.00,
ISHARES CDN S&P/TSX INCOME TRUST INDEX FUND FROM ACCT 9K-W76G-T; 399702      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,1000.00,CAD,0.000,0.00,
CLAYMORE NATURAL GAS COMMODITY ETF COM UNITS FROM ACCT 9K-W76G-T; 163511      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,600.00,CAD,0.000,0.00,
ISHARES TRUST BARCLAYS 1-3 YEAR TREASURY BD FD FROM ACCT 9K-W76G-T; 354934      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,34.00,CAD,0.000,0.00,
POTASH CORP OF SASKATCHEWAN INC CANADIAN LISTED FROM ACCT 9K-W76G-T; 549560      , ,04-Dec-2009,04-Dec-2009,CAD,ADJUSTMENT,20.00,CAD,0.000,0.00,
OVERSEAS SHIPHLDG GROUP      , ,24-Nov-2009,24-Nov-2009,CAD,Dividend,-100.00,CAD,0.000,46.24,
ISHARES BARC 1-3 YR TR BD      ,SHY,23-Nov-2009,26-Nov-2009,CAD,BUY,34.00,CAD,84.150,-3086.42,
KRAFT FOODS INC CL-A      ,KFT,20-Nov-2009,23-Nov-2009,CAD,SELL,-105.00,CAD,27.800,3054.38,
NEW YORK COMM BANCORP      , ,17-Nov-2009,17-Nov-2009,CAD,Dividend,-175.00,CAD,0.000,45.72,
POTASH CORP OF SASK INC      , ,09-Nov-2009,09-Nov-2009,CAD,Dividend,-20.00,CAD,0.000,2.06,
AT & T INC      , ,02-Nov-2009,02-Nov-2009,CAD,Dividend,-125.00,CAD,0.000,54.84,
CDN IMPERIAL BK COMMERCE      , ,28-Oct-2009,28-Oct-2009,CAD,Dividend,-50.00,CAD,0.000,43.50,
SPEEDWAY MOTOR SPORTS      ,TRK,28-Oct-2009,31-Oct-2009,CAD,BUY,130.00,CAD,14.000,-2012.62,
SAFEWAY INC      , ,15-Oct-2009,15-Oct-2009,CAD,Dividend,-100.00,CAD,0.000,10.30,
KRAFT FOODS INC CL-A      , ,14-Oct-2009,14-Oct-2009,CAD,Dividend,-105.00,CAD,0.000,31.03,
CLAYMORE BRIC ETF-COM T/U      , ,06-Oct-2009,06-Oct-2009,CAD,Trust Dividend,-150.00,CAD,0.000,12.75,
TIM HORTONS INC      , ,05-Oct-2009,05-Oct-2009,CAD,Exchange,80.00,CAD,0.000,2448.00,
TIM HORTONS INC      , ,05-Oct-2009,05-Oct-2009,CAD,Exchange,80.00,CAD,0.000,2448.00,
COCA COLA CO      , ,01-Oct-2009,01-Oct-2009,CAD,Dividend,-35.00,CAD,0.000,15.46,
HUSKY ENERGY INC      , ,01-Oct-2009,01-Oct-2009,CAD,Dividend,-100.00,CAD,0.000,30.00,
TRAVELERS COMPANIES INC      , ,30-Sep-2009,30-Sep-2009,CAD,Dividend,-4.00,CAD,0.000,1.28,
ISHARES CD SP/TSX TR ETF      , ,30-Sep-2009,30-Sep-2009,CAD,Trust Dividend,-1000.00,CAD,0.000,187.89,
ISHARES CD SP/TSX TR ETF      ,XTR,21-Sep-2009,24-Sep-2009,CAD,BUY,1000.00,CAD,10.320,-10329.99,
SAFEWAY INC      ,SWY,16-Sep-2009,19-Sep-2009,CAD,BUY,100.00,CAD,19.260,-2103.03,
CLAYMORE 1-5YR LADDERED      ,CBO,16-Sep-2009,19-Sep-2009,CAD,SELL,-850.00,CAD,20.900,17755.01,
TESORO CORPORATION      , ,15-Sep-2009,15-Sep-2009,CAD,Dividend,-200.00,CAD,0.000,21.35,
CDN IMPERIAL BK COMMERCE      ,CM,15-Sep-2009,18-Sep-2009,CAD,SELL,-50.00,CAD,65.000,3240.01,
ELI LILLY & CO      , ,10-Sep-2009,10-Sep-2009,CAD,Dividend,-100.00,CAD,0.000,52.63,
SEPT 2 GW 9KW76GT      , ,04-Sep-2009,04-Sep-2009,CAD,Funds Transfer,0.00,CAD,0.000,71.56,
NEW YORK COMM BANCORP      ,NYB,03-Sep-2009,06-Sep-2009,CAD,BUY,175.00,CAD,10.300,-2033.80,
RESEARCH IN MOTION LTD      ,RIM,03-Sep-2009,06-Sep-2009,CAD,SELL,-40.00,CAD,82.420,3286.81,
EZCORP INC CL-A NON/VTG      ,EZPW,03-Sep-2009,06-Sep-2009,CAD,SELL,-150.00,CAD,12.320,1990.75,
TIM HORTONS INC      , ,02-Sep-2009,02-Sep-2009,CAD,Dividend,-80.00,CAD,0.000,8.12,
COCA COLA CO      ,KO,02-Sep-2009,05-Sep-2009,CAD,SELL,-40.00,CAD,50.080,2164.16,
LIFEPOINT HOSPITALS INC      ,LPNT,02-Sep-2009,05-Sep-2009,CAD,BUY,75.00,CAD,24.330,-2063.72,
RESEARCH IN MOTION LTD      ,RIM,01-Sep-2009,04-Sep-2009,CAD,BUY,25.00,CAD,81.920,-2057.99,
FID CDN A/A       /N'FRAC      ,ID281,01-Sep-2009,04-Sep-2009,CAD,SELL,-158.00,CAD,23.525,3724.29,
OVERSEAS SHIPHLDG GROUP      , ,27-Aug-2009,27-Aug-2009,CAD,Dividend,-100.00,CAD,0.000,47.36,
POTASH CORP OF SASK INC      , ,07-Aug-2009,07-Aug-2009,CAD,Dividend,-20.00,CAD,0.000,2.23,
AT & T INC      , ,04-Aug-2009,04-Aug-2009,CAD,Dividend,-125.00,CAD,0.000,54.63,
CDN IMPERIAL BK COMMERCE      , ,28-Jul-2009,28-Jul-2009,CAD,Dividend,-100.00,CAD,0.000,87.00,
JULY 13 GW/9KW76GT      , ,15-Jul-2009,15-Jul-2009,CAD,Funds Transfer,0.00,CAD,0.000,309.07,
KRAFT FOODS INC CL-A      , ,14-Jul-2009,14-Jul-2009,CAD,Dividend,-105.00,CAD,0.000,34.41,
OVERSEAS SHIPHLDG GROUP      ,OSG,13-Jul-2009,16-Jul-2009,CAD,BUY,100.00,CAD,29.247,-3435.88,
EZCORP INC CL-A NON/VTG      ,EZPW,13-Jul-2009,16-Jul-2009,CAD,BUY,290.00,CAD,10.070,-3403.20,
BERKSHIRE HATHAWAY INC-B      ,BRK.B,13-Jul-2009,16-Jul-2009,CAD,BUY,1.00,CAD,2774.000,-3259.50,
ISHARES BARC SHORT TSY BD      ,SHV,13-Jul-2009,16-Jul-2009,CAD,SELL,-78.00,CAD,110.200,9742.69,
ISHARES BARC SHORT TSY BD      , ,08-Jul-2009,08-Jul-2009,CAD,Dividend,-78.00,CAD,0.000,2.47,
CLAYMORE 1-5YR LADDERED      , ,07-Jul-2009,07-Jul-2009,CAD,Trust Dividend,-850.00,CAD,0.000,204.00,
CLAYMORE 1-5YR GOV BD ETF      , ,07-Jul-2009,07-Jul-2009,CAD,Trust Dividend,-30.00,CAD,0.000,6.36,
COCA COLA CO      , ,02-Jul-2009,02-Jul-2009,CAD,Dividend,-75.00,CAD,0.000,35.47,
ROGERS COMMUNICATION-B NV      , ,02-Jul-2009,02-Jul-2009,CAD,Dividend,-140.00,CAD,0.000,40.60,
TRAVELERS COMPANIES INC      , ,30-Jun-2009,30-Jun-2009,CAD,Dividend,-4.00,CAD,0.000,1.38,
POTASH CORP OF SASK INC      ,POT,25-Jun-2009,28-Jun-2009,CAD,BUY,20.00,CAD,107.000,-2149.99,
CLAYMORE PREM MNY MKT ETF      ,CMR,25-Jun-2009,28-Jun-2009,CAD,SELL,-25.00,CAD,50.000,1240.01,
CLAYMORE PREM MNY MKT ETF      ,CMR,25-Jun-2009,28-Jun-2009,CAD,SELL,-25.00,CAD,50.000,1240.01,
CLAYMORE 1-5YR GOV BD ETF      ,CLF,25-Jun-2009,28-Jun-2009,CAD,SELL,-30.00,CAD,20.510,605.31,
CLAYMORE PREM MNY MKT ETF      ,CMR,25-Jun-2009,28-Jun-2009,CAD,CNCL SELL,25.00,CAD,50.000,-1240.01,
RESEARCH IN MOTION LTD      ,RIM,23-Jun-2009,26-Jun-2009,CAD,BUY,50.00,CAD,78.900,-3954.99,
TIM HORTONS INC      , ,19-Jun-2009,19-Jun-2009,CAD,Dividend,-80.00,CAD,0.000,8.17,
FID CDN A/A       /N'FRAC      ,ID281,18-Jun-2009,21-Jun-2009,CAD,SELL,-249.00,CAD,22.462,5600.00,
ROYAL BANK OF CANADA      ,RY,15-Jun-2009,18-Jun-2009,CAD,SELL,-50.00,CAD,45.400,2260.01,
CDN IMPERIAL BK COMMERCE      ,CM,15-Jun-2009,18-Jun-2009,CAD,BUY,50.00,CAD,53.750,-2697.49,
CLAYMORE NAT GAS COMM ETF      ,GAS,15-Jun-2009,18-Jun-2009,CAD,BUY,600.00,CAD,7.172,-4312.99,
CLAYMORE 1-5YR GOV BD ETF      ,CLF,15-Jun-2009,18-Jun-2009,CAD,SELL,-200.00,CAD,20.690,4128.01,
ELI LILLY & CO      ,LLY,09-Jun-2009,12-Jun-2009,CAD,BUY,100.00,CAD,33.760,-3806.87,
TESORO CORPORATION      ,TSO,09-Jun-2009,12-Jun-2009,CAD,BUY,200.00,CAD,15.668,-3534.43,
CLAYMORE BRIC ETF-COM T/U      ,CBQ,08-Jun-2009,11-Jun-2009,CAD,BUY,50.00,CAD,24.200,-1219.99,
ISHARES BARC SHORT TSY BD      , ,05-Jun-2009,05-Jun-2009,CAD,Dividend,-46.00,CAD,0.000,1.84,
CLAYMORE BRIC ETF-COM T/U      ,CBQ,05-Jun-2009,08-Jun-2009,CAD,BUY,100.00,CAD,24.250,-2434.99,
APPLE INC      ,AAPL,03-Jun-2009,06-Jun-2009,CAD,SELL,-25.00,CAD,139.740,3800.06,
HUSKY ENERGY INC      ,HSE,03-Jun-2009,06-Jun-2009,CAD,BUY,100.00,CAD,33.000,-3309.99,
CLAYMORE 1-5YR LADDERED      ,CBO,03-Jun-2009,06-Jun-2009,CAD,BUY,850.00,CAD,20.580,-17502.99,
ISHARES BARC SHORT TSY BD      ,SHV,03-Jun-2009,06-Jun-2009,CAD,BUY,32.00,CAD,110.220,-3996.49,
CLAYMORE PREM MNY MKT ETF      ,CMR,03-Jun-2009,06-Jun-2009,CAD,BUY,25.00,CAD,50.020,-1260.49,
CLAYMORE PREM MNY MKT ETF      ,CMR,03-Jun-2009,06-Jun-2009,CAD,BUY,25.00,CAD,50.020,-1260.49,
CLAYMORE 1-5YR GOV BD ETF      ,CLF,03-Jun-2009,06-Jun-2009,CAD,BUY,230.00,CAD,20.681,-4766.69,
CLAYMORE PREM MNY MKT ETF      ,CMR,03-Jun-2009,06-Jun-2009,CAD,CNCL SELL,25.00,CAD,50.020,-1260.49,
CLAYMORE GOLD BULLION T/U      ,CGL.UN,02-Jun-2009,05-Jun-2009,CAD,BUY,250.00,CAD,9.450,-2372.49,
TD US M/M U$-I /NL/N'FRAC      ,DB166,02-Jun-2009,05-Jun-2009,CAD,SELL,-500.00,CAD,10.000,5515.20,
RESEARCH IN MOTION LTD      ,RIM,01-Jun-2009,04-Jun-2009,CAD,SELL,-50.00,CAD,88.020,4391.01,
MIRANT CORP      ,MIR,29-May-2009,01-Jun-2009,CAD,SELL,-150.00,CAD,15.350,2451.78,
ISHARES BARC SHORT TSY BD      ,SHV,29-May-2009,01-Jun-2009,CAD,BUY,20.00,CAD,110.240,-2455.09,
ROGERS COMMUNICATION-B NV      ,RCI.B,29-May-2009,01-Jun-2009,CAD,SELL,-140.00,CAD,32.500,4540.01,
AT & T INC      ,T,26-May-2009,29-May-2009,CAD,BUY,125.00,CAD,23.610,-3366.04,
SPROTT CDN EQTY   /N'FRAC      ,PR001,25-May-2009,28-May-2009,CAD,SELL,-173.00,CAD,27.897,4830.89,
ROYAL BANK OF CANADA      , ,22-May-2009,22-May-2009,CAD,Dividend,-50.00,CAD,0.000,25.00,
MIRANT CORP      ,MIR,15-May-2009,18-May-2009,CAD,BUY,150.00,CAD,14.000,-2532.20,
TIM HORTONS INC      ,THI,12-May-2009,15-May-2009,CAD,BUY,80.00,CAD,28.400,-2281.99,
ISHARES BARC SHORT TSY BD      , ,07-May-2009,07-May-2009,CAD,Dividend,-26.00,CAD,0.000,1.47,
ROGERS COMMUNICATION-B NV      ,RCI.B,30-Apr-2009,03-May-2009,CAD,BUY,140.00,CAD,29.500,-4139.99,
CDN IMPERIAL BK COMMERCE      , ,28-Apr-2009,28-Apr-2009,CAD,Dividend,-50.00,CAD,0.000,43.50,
COCA COLA CO      ,KO,22-Apr-2009,25-Apr-2009,CAD,BUY,75.00,CAD,43.000,-4073.82,
KRAFT FOODS INC CL-A      ,KFT,09-Apr-2009,12-Apr-2009,CAD,BUY,105.00,CAD,22.460,-2944.25,
RIOCAN R/ESTATE INV   T/U      , ,07-Apr-2009,07-Apr-2009,CAD,Trust Dividend,-275.00,CAD,0.000,31.63,
APR 3 GW/9KW76GT      , ,06-Apr-2009,06-Apr-2009,CAD,Funds Transfer,0.00,CAD,0.000,112.12,
ROYAL BANK OF CANADA      ,RY,06-Apr-2009,09-Apr-2009,CAD,SELL,-50.00,CAD,38.230,1901.51,
RESEARCH IN MOTION LTD      ,RIM,06-Apr-2009,09-Apr-2009,CAD,SELL,-50.00,CAD,75.000,3730.02,
FID NRTH STAR-B   /N'FRAC      ,ID253,06-Apr-2009,09-Apr-2009,CAD,SELL,-167.00,CAD,10.089,1690.00,
RIOCAN R/ESTATE INV   T/U      ,REI.UN,06-Apr-2009,09-Apr-2009,CAD,SELL,-275.00,CAD,13.180,3614.51,
SYN CDN CC        /N'FRAC      ,IG6103,06-Apr-2009,09-Apr-2009,CAD,SELL,-650.00,CAD,10.240,6663.48,
APPLE INC      ,AAPL,03-Apr-2009,06-Apr-2009,CAD,SELL,-25.00,CAD,115.910,3495.32,
ISHARES BARC SHORT TSY BD      ,SHV,03-Apr-2009,06-Apr-2009,CAD,BUY,26.00,CAD,110.190,-3591.94,
AGF CHINA FCS-A   /N'FRAC      ,GF801,03-Apr-2009,06-Apr-2009,CAD,SELL,-290.00,CAD,15.630,4536.42,
TRAVELERS COMPANIES INC      , ,31-Mar-2009,31-Mar-2009,CAD,Dividend,-4.00,CAD,0.000,1.50,
APPLE INC      ,AAPL,31-Mar-2009,03-Apr-2009,CAD,SELL,-30.00,CAD,107.000,3960.37,
TD US M/M U$-I /NL/N'FRAC      ,DB166,26-Mar-2009,29-Mar-2009,CAD,BUY,500.00,CAD,10.000,-6227.00,
APPLE INC      ,AAPL,25-Mar-2009,28-Mar-2009,CAD,SELL,-20.00,CAD,103.960,2499.03,
CASH TRANSFER      , ,11-Mar-2009,11-Mar-2009,CAD,Transfer In,0.00,CAD,0.000,19238.22,
FID NRTH STAR-B   /N'FRAC      , ,11-Mar-2009,11-Mar-2009,CAD,Transfer In,-167.51,CAD,0.000,0.00,
SPROTT CDN EQTY   /N'FRAC      , ,11-Mar-2009,11-Mar-2009,CAD,Transfer In,-173.17,CAD,0.000,0.00,
AGF CHINA FCS-A   /N'FRAC      , ,11-Mar-2009,11-Mar-2009,CAD,Transfer In,-290.24,CAD,0.000,0.00,
FID CDN A/A       /N'FRAC      , ,11-Mar-2009,11-Mar-2009,CAD,Transfer In,-407.62,CAD,0.000,0.00,
SYN CDN CC        /N'FRAC      , ,11-Mar-2009,11-Mar-2009,CAD,Transfer In,-650.73,CAD,0.000,0.00,
APPLE INC      , ,10-Mar-2009,10-Mar-2009,CAD,Transfer In,-100.00,CAD,0.000,0.00,
ROYAL BANK OF CANADA      , ,10-Mar-2009,10-Mar-2009,CAD,Transfer In,-100.00,CAD,0.000,0.00,
TRAVELERS COMPANIES INC      , ,10-Mar-2009,10-Mar-2009,CAD,Transfer In,-4.00,CAD,0.000,0.00,
RESEARCH IN MOTION LTD      , ,10-Mar-2009,10-Mar-2009,CAD,Transfer In,-100.00,CAD,0.000,0.00,
CDN IMPERIAL BK COMMERCE      , ,10-Mar-2009,10-Mar-2009,CAD,Transfer In,-50.00,CAD,0.000,0.00,
RIOCAN R/ESTATE INV   T/U      , ,10-Mar-2009,10-Mar-2009,CAD,Transfer In,-275.00,CAD,0.000,0.00,
